Experience_Years,Training_Hours_Monthly,Projects_Completed,Attendance_Percent,Performance_Score
7,40,12,79.64,100.0
1,38,30,97.99,100.0
16,22,27,71.56,100.0
4,42,10,99.74,100.0
13,1,15,69.17,82.9
19,1,19,68.32,100.0
20,37,6,81.79,100.0
20,50,27,93.68,100.0
2,28,29,89.98,100.0
4,45,2,88.94,82.94
15,2,15,71.31,100.0
17,38,18,60.9,100.0
16,6,19,66.47,100.0
10,35,15,73.98,100.0
16,28,1,98.87,97.25
15,36,13,96.79,100.0
1,48,25,68.03,100.0
3,35,19,89.02,100.0
20,22,9,83.16,100.0
6,44,18,61.99,100.0
1,15,23,74.87,100.0
5,47,10,79.44,100.0
16,30,17,86.7,100.0
6,33,10,71.8,97.54
4,49,8,97.35,100.0
4,0,18,78.08,95.7
19,17,19,69.94,100.0
15,39,28,72.66,100.0
18,42,9,90.08,100.0
8,14,29,85.61,100.0
4,47,30,89.69,100.0
7,48,25,71.69,100.0
8,16,30,73.07,100.0
4,43,30,75.87,100.0
9,9,2,67.54,52.37
1,19,2,87.64,77.02
8,5,23,73.17,100.0
10,7,7,73.05,85.8
3,44,28,70.77,100.0
1,33,28,78.11,100.0
5,31,5,90.88,100.0
13,50,19,93.42,100.0
0,41,0,92.18,74.7
17,3,19,84.85,100.0
6,43,23,71.22,100.0
0,49,5,89.39,90.03
0,38,1,61.57,42.27
0,19,18,91.93,100.0
3,23,27,91.21,100.0
3,23,6,86.8,96.63
17,25,10,63.92,100.0
10,24,10,99.89,100.0
0,35,3,90.26,79.59
9,6,19,89.39,100.0
8,9,30,62.56,100.0
3,46,15,75.95,100.0
5,11,30,63.45,100.0
15,0,4,74.44,69.97
1,49,23,82.82,100.0
17,24,29,95.15,100.0
9,15,29,71.32,100.0
16,4,6,84.94,99.34
12,18,24,66.59,100.0
17,3,15,74.16,100.0
12,5,14,97.89,100.0
16,25,4,89.91,100.0
4,48,0,81.83,67.84
10,38,19,70.07,100.0
6,38,21,75.19,100.0
9,8,21,66.27,100.0
16,44,8,74.14,100.0
14,13,25,66.03,100.0
17,47,28,91.81,100.0
18,8,20,63.23,100.0
1,14,4,67.58,55.38
3,36,21,87.65,100.0
2,49,26,96.1,100.0
6,19,5,98.58,100.0
17,7,2,93.44,89.51
9,31,5,68.46,85.1
6,46,7,71.43,89.61
7,20,27,94.83,100.0
5,40,5,95.57,93.91
0,18,15,85.63,100.0
3,28,27,72.55,100.0
13,30,15,68.96,100.0
16,5,26,94.09,100.0
19,3,20,68.21,100.0
17,42,2,86.47,100.0
10,28,16,98.72,100.0
20,41,20,88.21,100.0
13,2,5,70.31,67.8
8,0,29,71.3,100.0
14,43,5,63.72,86.25
11,14,29,87.45,100.0
9,46,21,80.74,100.0
18,20,18,68.26,100.0
18,45,30,69.11,100.0
5,30,19,60.36,95.0
19,6,14,99.14,100.0
5,16,18,93.12,100.0
7,18,1,75.77,76.89
0,38,7,97.84,92.39
16,2,6,87.08,96.59
16,29,26,90.06,100.0
14,34,7,87.2,100.0
6,28,12,90.27,100.0
18,49,21,66.84,100.0
2,13,26,82.5,100.0
10,34,14,93.98,100.0
19,27,11,60.78,100.0
18,29,14,64.94,100.0
8,25,13,69.83,100.0
9,6,6,71.79,77.58
1,38,16,67.31,89.57
0,30,25,84.97,100.0
15,4,4,71.76,75.75
17,34,19,66.32,100.0
16,49,9,96.23,100.0
5,46,18,87.8,100.0
13,13,17,69.84,100.0
14,35,29,74.44,100.0
13,26,29,89.63,100.0
2,23,24,91.64,100.0
18,39,23,67.06,100.0
11,28,9,97.46,100.0
1,44,30,91.41,100.0
2,21,1,94.27,82.57
17,7,5,65.75,77.96
0,14,2,65.73,50.99
19,48,18,72.21,100.0
20,4,4,62.59,62.69
5,3,6,63.64,67.43
4,10,6,65.73,70.71
0,17,26,88.5,100.0
18,41,9,61.21,100.0
0,48,0,63.33,41.49
20,29,10,97.77,100.0
20,14,22,63.35,100.0
15,5,6,81.5,90.26
11,15,5,85.7,98.6
7,46,5,98.34,96.69
15,39,12,95.99,100.0
0,8,15,77.63,87.75
3,42,12,97.69,100.0
9,33,1,77.29,71.13
10,26,18,86.8,100.0
16,12,18,70.38,100.0
6,35,28,85.47,100.0
11,26,18,81.53,100.0
20,8,17,84.27,100.0
6,4,24,87.31,100.0
11,50,5,66.94,91.94
14,21,1,72.05,81.56
1,30,18,89.45,100.0
13,2,25,66.55,100.0
12,29,5,73.77,91.09
3,20,19,86.66,100.0
13,34,22,97.51,100.0
13,5,21,63.01,100.0
15,27,14,80.66,100.0
6,31,5,63.28,69.37
18,41,27,75.17,100.0
1,36,2,67.02,50.31
9,24,10,85.98,100.0
17,31,7,90.31,100.0
16,34,24,69.89,100.0
4,21,21,88.52,100.0
11,23,17,77.87,100.0
5,38,16,71.34,100.0
8,29,18,80.94,100.0
19,49,18,75.19,100.0
0,31,23,69.2,100.0
14,30,20,90.27,100.0
20,22,16,91.9,100.0
5,39,26,92.01,100.0
18,32,3,75.29,100.0
17,24,6,66.78,85.16
5,35,4,93.62,89.61
12,23,25,73.17,100.0
0,30,30,89.92,100.0
12,38,28,92.7,100.0
6,45,15,90.73,100.0
14,12,5,75.59,86.54
11,9,13,97.52,100.0
0,22,25,86.41,100.0
14,17,19,83.03,100.0
3,31,1,87.92,80.44
12,32,24,61.79,100.0
4,35,30,75.62,100.0
1,27,17,95.25,100.0
0,15,17,66.44,89.29
15,15,12,76.58,100.0
5,17,27,76.21,100.0
15,7,17,74.24,100.0
13,41,16,82.49,100.0
2,15,12,99.85,100.0
14,10,27,70.23,100.0
2,5,11,88.2,93.0
1,0,2,90.32,55.54
0,11,21,83.38,100.0
8,37,6,63.9,69.81
8,27,0,82.89,77.1
6,44,29,98.14,100.0
2,16,4,73.68,68.35
17,0,20,85.59,100.0
10,31,0,98.38,87.13
6,7,3,91.92,73.25
8,39,25,87.53,100.0
0,42,0,98.85,64.19
13,45,12,66.82,100.0
19,23,13,90.91,100.0
5,9,14,76.27,98.34
6,46,16,74.42,100.0
9,38,11,80.83,100.0
6,38,30,61.35,100.0
1,9,6,72.5,71.95
3,35,22,66.65,100.0
20,24,18,65.55,100.0
16,49,22,73.49,100.0
0,9,2,92.09,67.1
9,18,17,68.04,100.0
18,45,25,81.26,100.0
14,44,30,89.95,100.0
9,14,3,69.64,73.15
18,15,29,96.97,100.0
11,1,25,94.66,100.0
15,28,2,70.05,66.65
8,3,11,99.59,97.8
14,49,22,86.77,100.0
16,28,27,71.44,100.0
13,30,11,87.24,100.0
17,16,16,86.65,100.0
1,9,5,84.25,73.88
3,26,14,88.47,100.0
17,40,29,70.73,100.0
6,14,1,99.16,79.42
12,43,7,94.32,100.0
14,30,13,89.83,100.0
0,20,4,61.05,46.87
10,40,2,83.62,88.12
9,45,9,88.26,100.0
4,44,6,94.16,93.2
15,25,29,97.85,100.0
10,37,10,96.63,100.0
20,50,30,76.24,100.0
5,35,14,95.86,100.0
8,16,1,60.03,45.33
12,50,4,74.06,97.46
7,2,10,64.56,62.2
13,13,7,95.32,100.0
0,48,12,97.12,100.0
16,12,10,70.24,100.0
4,40,16,74.69,100.0
1,26,14,99.36,100.0
8,0,0,82.64,58.03
3,16,18,79.88,100.0
16,47,15,80.02,100.0
16,49,18,87.85,100.0
20,33,12,98.18,100.0
17,13,22,74.66,100.0
15,16,21,66.91,100.0
7,2,22,67.4,100.0
10,33,3,60.81,64.97
20,39,10,82.22,100.0
20,24,17,97.16,100.0
17,1,17,88.52,100.0
9,33,9,99.72,100.0
12,25,16,96.38,100.0
16,30,29,79.67,100.0
17,8,12,79.46,100.0
9,29,29,85.13,100.0
15,19,24,64.44,100.0
19,20,13,84.31,100.0
4,28,29,78.56,100.0
12,24,6,85.71,100.0
17,37,9,82.61,100.0
16,43,2,72.42,83.6
8,24,1,84.31,89.29
13,8,29,74.64,100.0
16,38,18,67.78,100.0
3,43,6,87.0,91.91
17,25,4,72.25,97.99
19,36,27,95.56,100.0
14,15,2,67.97,67.97
10,36,24,84.01,100.0
11,11,1,82.86,80.24
8,23,22,67.91,100.0
12,25,30,77.6,100.0
14,19,25,87.02,100.0
14,8,21,72.74,100.0
4,22,5,64.55,60.04
18,38,13,84.61,100.0
19,28,6,68.96,92.94
13,30,21,87.26,100.0
16,18,1,93.58,93.71
17,19,10,64.93,100.0
20,22,20,77.5,100.0
2,42,2,77.8,67.81
1,26,8,85.3,93.69
0,29,7,73.38,81.28
9,20,25,76.74,100.0
18,43,10,60.48,90.44
16,34,17,64.9,100.0
11,48,30,82.79,100.0
0,6,0,68.64,33.81
11,21,14,65.78,100.0
16,9,3,72.98,85.31
2,22,3,66.54,64.19
10,14,27,62.38,100.0
16,29,9,71.35,100.0
2,33,10,66.57,79.3
7,12,17,91.98,100.0
19,3,22,62.51,100.0
3,17,28,89.9,100.0
20,22,14,75.31,100.0
6,32,2,87.01,88.76
13,33,6,62.11,80.77
13,33,6,96.83,100.0
3,35,16,90.7,100.0
15,34,21,65.61,100.0
0,16,19,68.75,98.71
16,27,26,85.76,100.0
9,13,23,96.86,100.0
15,33,15,77.83,100.0
15,47,15,79.43,100.0
7,10,7,69.51,70.72
6,12,2,75.32,68.13
5,32,19,71.44,100.0
15,1,14,74.02,100.0
19,33,0,60.82,66.44
15,28,9,61.64,87.32
6,36,1,87.23,87.76
8,3,6,87.27,75.05
13,11,30,73.21,100.0
10,25,13,95.42,100.0
13,27,15,70.64,100.0
6,2,26,75.83,100.0
0,19,27,89.26,100.0
12,9,14,89.74,100.0
19,17,6,94.45,100.0
2,26,12,61.16,79.95
19,30,24,67.35,100.0
3,26,9,85.62,97.59
10,41,8,73.53,95.5
1,0,8,61.74,41.27
13,5,5,83.46,93.12
11,10,23,75.72,100.0
16,33,24,74.56,100.0
11,38,11,70.57,96.64
11,19,29,60.24,100.0
0,20,22,67.29,100.0
12,20,19,78.97,100.0
13,17,29,71.03,100.0
1,20,19,94.98,100.0
11,18,21,65.72,100.0
20,3,13,95.01,100.0
15,12,26,76.19,100.0
3,17,19,71.03,100.0
7,28,26,72.17,100.0
1,24,6,73.2,71.54
9,12,7,80.26,88.96
8,26,7,74.16,96.01
14,18,29,85.89,100.0
12,48,7,77.01,100.0
16,0,1,86.87,64.68
15,37,13,84.18,100.0
1,18,9,69.78,82.48
19,0,17,92.51,100.0
19,39,17,91.96,100.0
13,16,17,99.56,100.0
2,20,15,67.0,88.73
11,21,19,93.91,100.0
7,14,4,94.88,89.75
1,49,19,85.69,100.0
3,38,30,80.26,100.0
13,47,4,98.29,100.0
15,38,19,98.91,100.0
18,31,22,85.67,100.0
1,48,9,74.38,88.07
11,3,16,92.69,100.0
13,43,29,63.57,100.0
5,44,12,71.62,92.4
12,31,16,99.42,100.0
3,3,17,92.57,100.0
17,0,12,97.58,100.0
11,32,16,83.79,100.0
19,6,27,76.31,100.0
20,8,14,99.19,100.0
18,0,25,72.38,100.0
7,15,11,90.3,100.0
6,17,27,82.33,100.0
15,46,9,69.14,100.0
18,5,12,60.7,87.85
5,1,29,75.35,100.0
19,8,10,81.91,100.0
20,3,2,67.33,71.19
10,44,21,76.58,100.0
4,22,9,84.61,100.0
15,42,10,88.6,100.0
6,44,5,62.11,61.11
4,42,0,86.57,71.39
10,50,5,62.27,79.54
14,7,4,61.13,60.52
2,38,6,66.1,73.02
4,24,21,86.15,100.0
20,15,11,62.11,100.0
4,34,11,60.84,81.57
8,16,6,64.72,75.52
14,17,1,97.99,92.4
2,26,27,96.29,100.0
5,14,0,63.46,39.43
16,16,29,72.16,100.0
20,42,22,97.89,100.0
7,4,24,63.91,100.0
20,15,17,63.78,100.0
10,14,11,63.44,89.8
5,41,6,99.06,100.0
7,45,18,89.72,100.0
9,33,21,68.58,100.0
2,47,2,61.84,50.99
13,18,28,98.61,100.0
13,7,9,77.02,94.76
9,46,28,83.94,100.0
11,9,26,71.17,100.0
5,4,26,90.33,100.0
11,47,10,67.87,100.0
13,25,4,91.48,100.0
1,21,30,69.22,100.0
8,43,1,63.92,59.86
9,22,7,79.15,95.45
16,12,13,92.53,100.0
16,8,7,75.39,100.0
2,48,22,61.15,100.0
18,19,5,82.13,100.0
0,27,0,87.22,68.55
11,43,23,89.63,100.0
6,36,0,76.08,76.68
3,23,7,63.88,64.12
9,43,10,83.37,100.0
12,32,17,73.18,100.0
1,19,23,97.88,100.0
9,47,9,80.11,100.0
20,29,11,78.89,100.0
3,43,19,72.37,100.0
17,8,22,73.55,100.0
4,44,15,80.51,100.0
18,48,4,72.27,100.0
1,16,15,95.69,100.0
11,35,23,77.56,100.0
16,13,11,71.68,100.0
9,18,30,66.22,100.0
1,6,5,86.89,79.23
5,2,29,61.03,97.47
7,32,30,78.0,100.0
18,43,4,82.0,100.0
10,31,0,73.59,68.13
11,46,18,89.99,100.0
8,10,9,87.03,100.0
1,41,24,98.86,100.0
7,1,30,80.35,100.0
10,25,13,81.51,100.0
20,3,24,69.83,100.0
3,16,20,75.42,100.0
9,16,2,61.07,57.85
20,27,5,87.57,100.0
19,29,4,72.46,100.0
15,39,30,81.61,100.0
7,22,16,70.2,100.0
3,45,17,84.84,100.0
9,23,11,77.9,100.0
11,28,4,79.27,92.44
13,3,29,97.7,100.0
15,37,8,88.25,100.0
17,28,11,70.48,100.0
20,18,19,80.16,100.0
20,26,8,78.67,100.0
11,28,2,91.8,99.43
17,35,0,93.33,100.0
6,34,21,71.34,100.0
19,5,14,92.85,100.0
6,22,9,67.18,81.83
8,38,13,90.51,100.0
0,45,6,69.95,75.88
5,43,3,71.92,71.17
5,47,25,94.1,100.0
11,7,4,76.8,76.4
11,1,19,99.62,100.0
9,12,15,66.08,95.99
5,39,2,78.53,72.81
16,20,16,89.3,100.0
18,30,12,60.21,95.57
17,47,5,66.07,100.0
5,35,25,60.81,100.0
18,47,4,99.72,100.0
9,37,15,90.42,100.0
7,26,10,74.94,99.12
20,35,16,66.25,100.0
5,47,4,63.62,65.36
20,22,5,81.28,100.0
6,20,9,99.04,99.56
0,12,20,86.98,100.0
17,36,0,74.61,85.72
19,46,29,80.03,100.0
11,25,20,99.96,100.0
15,39,9,80.75,100.0
9,6,16,98.57,100.0
9,45,26,60.65,100.0
13,38,2,88.84,96.57
19,21,27,85.09,100.0
9,38,28,87.41,100.0
9,22,1,82.82,88.97
10,29,28,61.77,100.0
1,17,16,65.98,96.26
19,41,3,96.89,100.0
7,17,1,69.32,64.68
6,45,4,99.72,84.84
7,9,9,87.18,100.0
0,38,0,77.77,55.75
20,29,27,96.8,100.0
1,25,25,91.8,100.0
17,6,0,77.16,79.42
14,6,26,62.74,100.0
0,4,25,94.73,100.0
4,0,3,90.6,72.84
1,45,6,91.63,78.78
19,17,13,89.79,100.0
2,12,13,71.03,87.43
18,24,17,94.35,100.0
17,39,1,60.09,67.91
17,7,0,69.49,58.71
13,9,20,61.86,100.0
7,31,21,64.42,100.0
11,16,15,81.3,100.0
20,37,28,61.49,100.0
9,14,21,67.26,100.0
19,14,17,69.31,100.0
16,47,15,86.21,100.0
10,39,27,78.75,100.0
1,50,27,78.34,100.0
3,19,22,90.74,100.0
0,14,21,78.27,100.0
14,34,23,73.94,100.0
12,5,5,98.5,87.12
7,29,24,60.33,100.0
3,7,9,72.22,69.05
9,30,1,84.38,80.82
18,47,6,91.31,100.0
17,46,20,92.66,100.0
4,31,16,61.84,81.66
18,44,2,88.37,100.0
15,14,19,88.81,100.0
0,17,11,68.56,79.69
11,12,1,64.51,55.17
1,23,6,89.99,80.58
20,39,16,69.98,100.0
7,13,18,60.07,85.64
17,27,11,68.94,100.0
15,10,8,61.24,83.96
4,5,26,69.97,100.0
12,24,13,73.4,100.0
18,0,1,70.86,56.02
2,24,20,96.8,100.0
7,1,3,69.3,42.06
11,31,27,78.7,100.0
1,12,18,98.3,100.0
10,32,20,95.17,100.0
11,31,15,72.37,100.0
17,23,21,73.06,100.0
12,26,16,83.73,100.0
4,3,1,96.71,64.21
11,23,16,60.4,99.98
1,22,18,75.72,100.0
4,28,7,93.99,99.73
6,33,23,76.42,100.0
11,20,19,88.8,100.0
15,29,5,87.68,100.0
7,25,11,68.22,100.0
8,19,24,77.98,100.0
14,15,29,82.65,100.0
4,2,22,88.62,100.0
12,48,17,92.9,100.0
4,36,26,90.4,100.0
10,39,1,61.13,57.87
9,43,18,86.83,100.0
19,24,23,79.89,100.0
12,22,9,82.95,100.0
8,43,30,74.92,100.0
20,0,24,88.56,100.0
13,32,28,86.96,100.0
17,14,29,83.18,100.0
14,16,2,94.46,100.0
9,33,24,64.08,100.0
6,16,27,72.04,100.0
7,40,11,79.81,100.0
2,43,25,98.34,100.0
14,3,15,62.88,90.53
15,12,11,73.48,100.0
3,3,7,97.04,68.65
20,6,4,95.92,100.0
5,45,10,94.61,100.0
0,8,9,72.34,73.7
3,22,2,93.87,85.96
10,32,26,80.21,100.0
11,32,22,84.79,100.0
4,19,8,69.55,83.58
20,3,11,88.27,100.0
15,0,5,73.11,76.18
12,41,18,73.76,100.0
12,33,15,85.47,100.0
16,26,20,69.59,100.0
6,20,22,68.98,100.0
7,23,23,74.77,100.0
12,14,28,91.12,100.0
15,34,13,68.99,100.0
3,24,27,91.49,100.0
7,8,3,87.82,80.09
15,16,17,87.16,100.0
20,20,9,78.99,100.0
9,12,17,89.84,100.0
11,2,11,60.54,60.01
11,3,18,72.22,100.0
4,3,7,87.17,80.0
15,42,0,99.49,88.56
0,27,13,60.1,68.71
8,6,22,80.4,100.0
11,25,5,96.95,100.0
4,10,13,94.54,100.0
19,23,1,60.93,71.93
2,42,8,81.18,95.48
4,9,28,60.17,100.0
1,36,11,91.58,100.0
13,12,4,72.35,92.52
1,43,1,90.62,84.8
12,41,18,97.79,100.0
6,38,6,99.04,93.27
9,18,6,95.76,100.0
12,50,9,68.17,100.0
15,18,16,67.78,100.0
13,11,30,85.03,100.0
10,21,25,81.76,100.0
9,46,13,60.38,92.23
5,36,26,75.67,100.0
3,29,10,96.27,100.0
20,45,27,95.93,100.0
0,11,19,68.16,92.7
6,28,5,75.28,83.9
8,20,7,82.41,93.39
7,10,18,94.11,100.0
4,36,29,81.28,100.0
18,47,18,98.73,100.0
9,17,23,91.96,100.0
10,43,23,98.12,100.0
14,26,23,89.26,100.0
5,36,16,95.1,100.0
14,47,23,93.24,100.0
4,11,23,70.15,100.0
18,22,17,69.18,100.0
18,33,11,94.58,100.0
9,37,8,63.39,90.14
11,22,22,76.34,100.0
3,24,23,92.83,100.0
17,3,15,92.53,100.0
15,29,17,65.55,100.0
7,29,15,79.51,100.0
3,12,15,79.19,100.0
11,41,3,72.95,84.89
1,48,22,96.69,100.0
3,13,21,86.12,100.0
4,46,6,99.21,100.0
2,7,0,62.67,25.75
8,23,23,75.77,100.0
20,17,28,93.41,100.0
17,34,22,76.91,100.0
10,24,28,70.48,100.0
2,16,19,99.91,100.0
1,31,0,94.92,71.57
8,23,30,81.86,100.0
13,6,7,82.47,98.66
3,12,25,60.27,96.53
8,26,22,99.24,100.0
12,47,7,92.25,100.0
17,4,9,61.47,77.77
14,35,0,67.05,68.16
9,25,20,92.84,100.0
15,41,24,63.47,100.0
11,44,20,97.67,100.0
19,30,28,100.0,100.0
4,9,13,95.46,100.0
1,45,13,89.56,100.0
9,25,9,79.49,100.0
0,21,27,63.3,99.03
6,11,18,89.22,100.0
16,31,24,75.87,100.0
15,26,28,82.81,100.0
2,32,15,71.74,100.0
13,19,8,69.69,100.0
9,38,19,72.97,100.0
6,40,15,92.55,100.0
16,39,19,77.06,100.0
5,12,26,72.47,100.0
3,13,7,77.32,81.76
16,43,6,61.29,76.67
8,39,10,95.62,100.0
3,21,20,82.07,100.0
6,17,5,64.19,76.85
1,47,14,71.54,91.76
16,28,18,99.34,100.0
7,42,13,83.72,100.0
14,15,14,71.66,100.0
14,45,5,77.05,100.0
7,34,28,70.34,100.0
15,33,23,61.27,100.0
18,2,9,93.68,100.0
10,3,13,71.7,89.6
1,4,15,93.54,92.03
16,9,12,79.14,100.0
15,28,10,67.32,100.0
14,31,24,92.07,100.0
12,30,2,75.08,87.95
14,1,7,88.31,100.0
3,11,27,93.49,100.0
15,26,2,98.52,100.0
11,4,1,63.43,54.73
3,36,20,60.34,100.0
2,26,13,81.94,100.0
16,22,19,70.57,100.0
17,32,28,78.76,100.0
17,3,20,62.91,100.0
16,20,21,80.06,100.0
11,23,14,64.99,95.67
20,43,2,93.54,100.0
3,30,0,90.38,69.74
11,43,14,62.96,100.0
20,47,19,93.45,100.0
19,23,21,73.0,100.0
14,48,1,74.11,84.34
15,9,17,67.19,100.0
4,48,0,93.41,69.46
20,48,8,76.19,100.0
14,49,2,61.95,73.04
16,1,1,98.65,75.78
17,30,3,70.24,91.02
4,24,15,97.45,100.0
12,3,21,72.05,100.0
18,50,0,93.26,100.0
12,10,8,86.57,99.43
17,16,24,94.45,100.0
13,43,7,99.04,100.0
3,1,5,94.86,70.05
3,5,19,76.15,97.94
19,8,17,92.58,100.0
19,4,15,88.47,100.0
18,19,7,62.46,97.1
12,28,22,97.19,100.0
11,20,27,78.64,100.0
6,8,29,65.38,100.0
11,27,3,77.02,86.52
20,7,2,84.13,96.8
3,30,14,82.92,100.0
1,19,5,82.99,79.48
1,26,30,70.23,100.0
4,7,30,85.31,100.0
9,20,0,96.3,77.0
9,27,17,75.55,100.0
8,22,22,85.22,100.0
12,5,10,69.76,91.57
6,2,2,61.93,40.0
4,4,29,83.43,100.0
9,8,12,61.9,84.32
9,6,16,88.94,100.0
5,3,17,86.81,99.5
18,38,25,74.77,100.0
20,4,25,76.45,100.0
7,10,13,96.71,100.0
0,14,24,60.53,98.57
16,33,6,82.53,100.0
6,12,6,96.93,96.7
13,47,13,96.56,100.0
20,6,25,83.39,100.0
20,39,23,75.25,100.0
16,5,14,63.96,100.0
8,38,11,66.95,97.32
16,49,11,87.19,100.0
4,29,7,60.67,65.43
19,21,15,95.34,100.0
7,24,8,83.52,93.62
5,27,1,61.81,47.38
10,19,13,69.59,99.83
18,38,23,83.77,100.0
3,2,23,61.42,78.9
17,4,28,91.2,100.0
0,0,15,96.8,83.73
12,14,4,98.45,98.54
13,25,4,89.35,100.0
0,2,19,94.27,94.02
10,39,29,84.43,100.0
16,40,20,78.34,100.0
3,46,17,88.53,100.0
11,41,17,68.97,100.0
9,33,4,64.39,67.72
5,4,10,90.47,95.3
0,30,12,98.33,100.0
6,50,2,83.1,92.21
20,12,16,79.3,100.0
15,42,24,81.38,100.0
13,0,17,79.14,100.0
19,21,13,77.69,100.0
19,14,11,97.88,100.0
5,25,13,79.19,100.0
4,17,25,63.24,100.0
20,47,17,90.62,100.0
17,8,29,75.66,100.0
14,0,19,88.43,100.0
5,42,1,83.18,71.55
18,8,6,88.53,100.0
0,22,14,62.48,70.69
0,42,27,61.35,100.0
12,44,9,75.14,100.0
2,1,14,87.73,93.76
9,13,16,68.95,100.0
20,37,10,77.34,100.0
2,39,1,99.23,70.37
8,17,26,68.59,100.0
7,15,20,93.92,100.0
2,28,30,93.02,100.0
12,43,17,95.65,100.0
5,10,24,96.61,100.0
12,5,3,80.29,83.74
19,2,8,87.28,100.0
19,13,26,84.76,100.0
11,1,27,72.36,100.0
12,31,16,71.19,100.0
1,30,16,73.66,96.85
20,10,16,68.74,100.0
15,21,29,90.3,100.0
5,2,15,98.58,99.3
18,49,19,94.71,100.0
20,30,24,68.72,100.0
12,32,7,62.08,78.99
16,23,22,90.28,100.0
8,0,14,75.61,94.65
16,43,0,92.98,89.66
1,14,18,91.17,100.0
18,36,24,85.02,100.0
18,26,14,70.21,100.0
6,37,8,64.16,78.12
9,47,4,70.11,79.07
9,26,15,80.39,100.0
19,43,27,99.18,100.0
8,11,12,62.55,76.77
16,2,15,68.0,100.0
14,29,21,85.09,100.0
1,31,10,72.17,86.27
3,22,12,94.34,100.0
18,1,5,65.58,76.21
16,6,25,98.53,100.0
4,33,19,96.49,100.0
6,31,16,95.5,100.0
17,38,4,66.92,88.49
20,31,28,73.18,100.0
6,42,16,92.16,100.0
16,42,0,92.31,94.54
6,13,26,88.21,100.0
3,2,4,77.92,52.73
7,45,4,72.46,90.37
12,31,6,98.52,100.0
3,42,15,65.57,87.19
5,35,17,61.75,91.37
4,16,30,60.37,100.0
11,47,5,91.0,100.0
3,2,1,62.27,26.17
8,9,30,81.55,100.0
3,46,12,74.69,98.99
18,39,9,65.88,97.74
13,17,20,89.62,100.0
4,2,19,62.2,76.38
17,38,10,72.74,100.0
9,9,25,82.49,100.0
18,8,20,76.1,100.0
11,45,1,70.37,81.71
17,45,7,97.04,100.0
16,10,23,97.24,100.0
10,32,21,76.64,100.0
2,35,18,75.75,100.0
16,25,19,72.3,100.0
0,26,16,94.23,100.0
14,37,15,82.72,100.0
8,21,24,63.58,100.0
14,25,9,94.13,100.0
2,21,4,81.4,84.22
18,4,13,76.62,100.0
12,34,23,73.51,100.0
11,1,18,63.98,95.57
19,34,3,98.27,100.0
0,8,19,89.65,100.0
20,50,15,65.27,100.0
16,50,23,80.45,100.0
12,48,14,82.22,100.0
0,17,27,66.72,100.0
9,42,8,77.09,93.52
14,11,2,85.83,88.42
6,2,22,71.36,100.0
17,17,8,73.26,100.0
15,37,17,64.88,100.0
13,6,3,76.53,86.81
17,32,18,83.35,100.0
6,5,23,64.66,100.0
16,17,3,84.59,98.7
17,44,8,75.91,100.0
11,21,0,87.13,82.5
7,50,0,72.59,65.65
1,38,19,82.74,100.0
6,50,18,84.51,100.0
3,8,2,87.62,67.08
17,34,9,90.28,100.0
5,22,11,65.45,87.08
8,11,17,98.61,100.0
8,23,13,93.75,100.0
13,49,9,82.49,100.0
7,39,9,95.61,100.0
18,8,17,75.3,100.0
2,12,23,61.37,99.99
17,39,0,89.08,94.87
4,41,29,97.73,100.0
13,16,14,66.47,99.5
3,6,7,85.75,82.4
6,16,25,92.54,100.0
19,49,2,96.2,100.0
11,23,17,71.06,100.0
1,1,8,65.15,57.96
10,34,15,69.91,100.0
13,27,20,83.11,100.0
15,18,14,96.75,100.0
19,32,29,83.3,100.0
5,20,4,96.78,95.52
3,9,12,90.8,100.0
14,45,21,83.94,100.0
0,44,19,60.87,89.03
6,8,6,73.32,72.37
11,37,15,62.3,94.42
9,5,6,72.89,76.74
4,50,26,62.49,100.0
11,41,24,66.71,100.0
17,34,21,76.43,100.0
9,17,15,80.6,100.0
5,18,12,68.69,90.88
11,4,16,89.3,100.0
6,24,8,83.61,93.99
17,10,11,87.67,100.0
1,9,12,89.31,93.52
9,16,25,89.08,100.0
14,35,8,97.45,100.0
11,25,4,69.49,84.74
16,30,6,70.81,100.0
3,31,0,63.77,41.8
6,20,3,83.7,91.23
8,17,27,75.81,100.0
18,17,25,79.85,100.0
6,0,3,66.79,54.75
1,13,15,85.96,100.0
5,7,4,84.76,75.5
17,1,21,70.59,100.0
5,50,3,78.62,91.82
12,14,5,95.77,100.0
18,33,25,90.94,100.0
1,35,22,69.08,100.0
11,0,2,95.15,81.85
14,50,24,62.69,100.0
13,20,7,76.56,100.0
5,41,16,63.2,100.0
17,0,28,96.97,100.0
4,31,17,61.63,92.09
17,19,17,66.05,100.0
2,46,25,96.6,100.0
2,35,24,83.29,100.0
9,38,11,91.81,100.0
18,29,24,60.66,100.0
2,6,24,76.76,100.0
11,21,0,99.38,83.73
15,49,22,83.19,100.0
16,44,30,93.99,100.0
6,9,11,98.54,100.0
12,7,10,87.4,100.0
1,26,12,73.11,96.13
3,9,2,72.34,54.27
9,13,26,62.85,100.0
6,45,24,77.11,100.0
16,10,7,96.62,100.0
19,5,2,79.12,90.0
5,20,16,96.44,100.0
18,32,24,92.69,100.0
4,18,12,99.37,100.0
9,38,9,97.91,100.0
8,23,16,88.26,100.0
12,17,30,94.85,100.0
